Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
admiring the beauty of nature during a peaceful hike.,Admiration,2023-02-15 11:30:00,NatureAdmirer,Twitter,#Admiration #Nature,20.0,40.0,USA,2023,2,15,11,admiring the beauty of nature during a peaceful hike,"['admiring', 'the', 'beauty', 'of', 'nature', 'during', 'a', 'peaceful', 'hike']","['admiring', 'beauty', 'nature', 'peaceful', 'hike']","['admir', 'beauti', 'natur', 'peac', 'hike']","['admiring', 'beauty', 'nature', 'peaceful', 'hike']",admiring beauty nature peaceful hike,Positive,Positive,0.8625,Positive,Positive
sending affectionate vibes to all my followers!,Affection,2023-02-15 16:00:00,AffectionSender,Instagram,#Affection #PositiveVibes,15.0,30.0,USA,2023,2,15,16,sending affectionate vibes to all my followers,"['sending', 'affectionate', 'vibes', 'to', 'all', 'my', 'followers']","['sending', 'affectionate', 'vibes', 'followers']","['send', 'affection', 'vibe', 'follow']","['sending', 'affectionate', 'vibe', 'follower']",sending affectionate vibe follower,Neutral,Positive,0.4404,Positive,Positive
experiencing awe at the breathtaking sunset.,Awe,2023-02-15 20:30:00,AweStruck,Facebook,#Awe #Breathtaking,22.0,45.0,Australia,2023,2,15,20,experiencing awe at the breathtaking sunset,"['experiencing', 'awe', 'at', 'the', 'breathtaking', 'sunset']","['experiencing', 'awe', 'breathtaking', 'sunset']","['experienc', 'awe', 'breathtak', 'sunset']","['experiencing', 'awe', 'breathtaking', 'sunset']",experiencing awe breathtaking sunset,Positive,Positive,0.4588,Positive,Positive
disappointed with the service at a local restaurant.,Disappointed,2023-02-16 09:00:00,FoodieGoneWrong,Twitter,#Disappointed #BadService,18.0,35.0,India,2023,2,16,9,disappointed with the service at a local restaurant,"['disappointed', 'with', 'the', 'service', 'at', 'a', 'local', 'restaurant']","['disappointed', 'service', 'local', 'restaurant']","['disappoint', 'servic', 'local', 'restaur']","['disappointed', 'service', 'local', 'restaurant']",disappointed service local restaurant,Negative,Negative,-0.4767,Negative,Negative
a surprise gift from a friend made my day!,Surprise,2023-02-16 14:45:00,HappySurprise,Instagram,#Surprise #Gift,25.0,50.0,USA,2023,2,16,14,a surprise gift from a friend made my day,"['a', 'surprise', 'gift', 'from', 'a', 'friend', 'made', 'my', 'day']","['surprise', 'gift', 'friend', 'made', 'day']","['surpris', 'gift', 'friend', 'made', 'day']","['surprise', 'gift', 'friend', 'made', 'day']",surprise gift friend made day,Neutral,Positive,0.802,Neutral,Positive
finding acceptance in the midst of life's challenges.,Acceptance,2023-02-16 18:20:00,AcceptanceSeeker,Facebook,#Acceptance #Challenges,15.0,30.0,Canada,2023,2,16,18,finding acceptance in the midst of lifes challenges,"['finding', 'acceptance', 'in', 'the', 'midst', 'of', 'lifes', 'challenges']","['finding', 'acceptance', 'midst', 'lifes', 'challenges']","['find', 'accept', 'midst', 'life', 'challeng']","['finding', 'acceptance', 'midst', 'life', 'challenge']",finding acceptance midst life challenge,Neutral,Positive,0.5106,Positive,Positive
overflowing with adoration for my adorable pet! 🐾,Adoration,2023-02-17 10:45:00,PetAdorer,Twitter,#Adoration #PetLove,22.0,45.0,UK,2023,2,17,10,overflowing with adoration for my adorable pet,"['overflowing', 'with', 'adoration', 'for', 'my', 'adorable', 'pet']","['overflowing', 'adoration', 'adorable', 'pet']","['overflow', 'ador', 'ador', 'pet']","['overflowing', 'adoration', 'adorable', 'pet']",overflowing adoration adorable pet,Positive,Positive,0.7964,Positive,Positive
anticipating a thrilling adventure in the coming weeks.,Anticipation,2023-02-17 07:30:00,AdventureAwaits,Instagram,#Anticipation #Adventure,20.0,40.0,USA,2023,2,17,7,anticipating a thrilling adventure in the coming weeks,"['anticipating', 'a', 'thrilling', 'adventure', 'in', 'the', 'coming', 'weeks']","['anticipating', 'thrilling', 'adventure', 'coming', 'weeks']","['anticip', 'thrill', 'adventur', 'come', 'week']","['anticipating', 'thrilling', 'adventure', 'coming', 'week']",anticipating thrilling adventure coming week,Positive,Positive,0.6597,Positive,Positive
a bitter experience turned into a valuable lesson.,Bitter,2023-02-17 15:00:00,LearnFromBitter,Facebook,#BitterLesson #Growth,18.0,35.0,USA,2023,2,17,15,a bitter experience turned into a valuable lesson,"['a', 'bitter', 'experience', 'turned', 'into', 'a', 'valuable', 'lesson']","['bitter', 'experience', 'turned', 'valuable', 'lesson']","['bitter', 'experi', 'turn', 'valuabl', 'lesson']","['bitter', 'experience', 'turned', 'valuable', 'lesson']",bitter experience turned valuable lesson,Negative,Positive,0.0772,Negative,Positive
finding calmness in the midst of a busy day.,Calmness,2023-02-18 09:30:00,ZenMaster,Twitter,#Calmness #PeacefulMind,15.0,30.0,India,2023,2,18,9,finding calmness in the midst of a busy day,"['finding', 'calmness', 'in', 'the', 'midst', 'of', 'a', 'busy', 'day']","['finding', 'calmness', 'midst', 'busy', 'day']","['find', 'calm', 'midst', 'busi', 'day']","['finding', 'calmness', 'midst', 'busy', 'day']",finding calmness midst busy day,Positive,Positive,0.4019,Positive,Positive
confusion clouds my mind as i navigate through decisions.,Confusion,2023-02-18 14:20:00,ConfusedMind,Instagram,#Confusion #DecisionMaking,25.0,50.0,UK,2023,2,18,14,confusion clouds my mind as i navigate through decisions,"['confusion', 'clouds', 'my', 'mind', 'as', 'i', 'navigate', 'through', 'decisions']","['confusion', 'clouds', 'mind', 'navigate', 'decisions']","['confus', 'cloud', 'mind', 'navig', 'decis']","['confusion', 'cloud', 'mind', 'navigate', 'decision']",confusion cloud mind navigate decision,Neutral,Negative,-0.296,Neutral,Neutral
excitement building up for the upcoming vacation!,Excitement,2023-02-18 18:45:00,VacationDreamer,Facebook,#Excitement #TravelPlans,22.0,45.0,Canada,2023,2,18,18,excitement building up for the upcoming vacation,"['excitement', 'building', 'up', 'for', 'the', 'upcoming', 'vacation']","['excitement', 'building', 'upcoming', 'vacation']","['excit', 'build', 'upcom', 'vacat']","['excitement', 'building', 'upcoming', 'vacation']",excitement building upcoming vacation,Neutral,Positive,0.4939,Positive,Positive
kindness witnessed today restored my faith in humanity.,Kind,2023-02-19 11:30:00,KindnessPrevails,Twitter,#Kindness #Humanity,20.0,40.0,USA,2023,2,19,11,kindness witnessed today restored my faith in humanity,"['kindness', 'witnessed', 'today', 'restored', 'my', 'faith', 'in', 'humanity']","['kindness', 'witnessed', 'today', 'restored', 'faith', 'humanity']","['kind', 'wit', 'today', 'restor', 'faith', 'human']","['kindness', 'witnessed', 'today', 'restored', 'faith', 'humanity']",kindness witnessed today restored faith humanity,Neutral,Positive,0.802,Positive,Positive
pride in achieving a personal milestone.,Pride,2023-02-19 16:00:00,PersonalAchiever,Instagram,#Pride #Milestone,30.0,60.0,Australia,2023,2,19,16,pride in achieving a personal milestone,"['pride', 'in', 'achieving', 'a', 'personal', 'milestone']","['pride', 'achieving', 'personal', 'milestone']","['pride', 'achiev', 'person', 'mileston']","['pride', 'achieving', 'personal', 'milestone']",pride achieving personal milestone,Neutral,Positive,0.34,Positive,Positive
a moment of shame for not standing up against injustice.,Shame,2023-02-19 19:45:00,ReflectiveSelf,Facebook,#Shame #Injustice,15.0,30.0,India,2023,2,19,19,a moment of shame for not standing up against injustice,"['a', 'moment', 'of', 'shame', 'for', 'not', 'standing', 'up', 'against', 'injustice']","['moment', 'shame', 'standing', 'injustice']","['moment', 'shame', 'stand', 'injustic']","['moment', 'shame', 'standing', 'injustice']",moment shame standing injustice,Neutral,Negative,-0.7783,Negative,Negative
fuming with anger after a heated argument.,Anger,2023-02-20 09:30:00,AngryDebater,Twitter,#Anger #Argument,20.0,40.0,Canada,2023,2,20,9,fuming with anger after a heated argument,"['fuming', 'with', 'anger', 'after', 'a', 'heated', 'argument']","['fuming', 'anger', 'heated', 'argument']","['fume', 'anger', 'heat', 'argument']","['fuming', 'anger', 'heated', 'argument']",fuming anger heated argument,Negative,Negative,-0.872,Negative,Positive
the fear of the unknown is keeping me up at night.,Fear,2023-02-20 21:15:00,FearfulDreamer,Instagram,#Fear #Unknown,15.0,30.0,USA,2023,2,20,21,the fear of the unknown is keeping me up at night,"['the', 'fear', 'of', 'the', 'unknown', 'is', 'keeping', 'me', 'up', 'at', 'night']","['fear', 'unknown', 'keeping', 'night']","['fear', 'unknown', 'keep', 'night']","['fear', 'unknown', 'keeping', 'night']",fear unknown keeping night,Negative,Negative,-0.4939,Negative,Positive
heartfelt sadness after bidding farewell to a dear friend.,Sadness,2023-02-21 14:45:00,FarewellHeart,Facebook,#Sadness #Farewell,25.0,50.0,India,2023,2,21,14,heartfelt sadness after bidding farewell to a dear friend,"['heartfelt', 'sadness', 'after', 'bidding', 'farewell', 'to', 'a', 'dear', 'friend']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend']","['heartfelt', 'sad', 'bid', 'farewel', 'dear', 'friend']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend']",heartfelt sadness bidding farewell dear friend,Neutral,Positive,0.7506,Negative,Positive
the state of corruption in our society is utterly disgusting.,Disgust,2023-02-21 18:20:00,AntiCorruption,Twitter,#Disgust #Corruption,18.0,35.0,UK,2023,2,21,18,the state of corruption in our society is utterly disgusting,"['the', 'state', 'of', 'corruption', 'in', 'our', 'society', 'is', 'utterly', 'disgusting']","['state', 'corruption', 'society', 'utterly', 'disgusting']","['state', 'corrupt', 'societi', 'utterli', 'disgust']","['state', 'corruption', 'society', 'utterly', 'disgusting']",state corruption society utterly disgusting,Negative,Negative,-0.5709,Negative,Positive
overflowing happiness: welcoming a new family member!,Happiness,2023-02-22 10:00:00,NewParentJoy,Instagram,#Happiness #NewFamilyMember,30.0,60.0,UK,2023,2,22,10,overflowing happiness welcoming a new family member,"['overflowing', 'happiness', 'welcoming', 'a', 'new', 'family', 'member']","['overflowing', 'happiness', 'welcoming', 'new', 'family', 'member']","['overflow', 'happi', 'welcom', 'new', 'famili', 'member']","['overflowing', 'happiness', 'welcoming', 'new', 'family', 'member']",overflowing happiness welcoming new family member,Positive,Positive,0.7579,Positive,Positive
laughter is the key to joy—attending a stand-up comedy show.,Joy,2023-02-22 19:30:00,StandUpFan,Facebook,#Joy #StandUpComedy,22.0,45.0,Canada,2023,2,22,19,laughter is the key to joyattending a standup comedy show,"['laughter', 'is', 'the', 'key', 'to', 'joyattending', 'a', 'standup', 'comedy', 'show']","['laughter', 'key', 'joyattending', 'standup', 'comedy', 'show']","['laughter', 'key', 'joyattend', 'standup', 'comedi', 'show']","['laughter', 'key', 'joyattending', 'standup', 'comedy', 'show']",laughter key joyattending standup comedy show,Neutral,Positive,0.6908,Positive,Positive
sending love to all my followers on this beautiful day! ❤️,Love,2023-02-23 08:30:00,LoveSender,Twitter,#Love #SpreadLove,15.0,30.0,Australia,2023,2,23,8,sending love to all my followers on this beautiful day,"['sending', 'love', 'to', 'all', 'my', 'followers', 'on', 'this', 'beautiful', 'day']","['sending', 'love', 'followers', 'beautiful', 'day']","['send', 'love', 'follow', 'beauti', 'day']","['sending', 'love', 'follower', 'beautiful', 'day']",sending love follower beautiful day,Positive,Positive,0.8442,Positive,Positive
amused by the antics of my pet—it's pure amusement!,Amusement,2023-02-23 14:20:00,PetAmuser,Instagram,#Amusement #PetAntics,18.0,35.0,UK,2023,2,23,14,amused by the antics of my petits pure amusement,"['amused', 'by', 'the', 'antics', 'of', 'my', 'petits', 'pure', 'amusement']","['amused', 'antics', 'petits', 'pure', 'amusement']","['amus', 'antic', 'petit', 'pure', 'amus']","['amused', 'antic', 'petits', 'pure', 'amusement']",amused antic petits pure amusement,Positive,Positive,0.6486,Positive,Positive
enjoying every moment of this trip—pure enjoyment!,Enjoyment,2023-02-23 19:45:00,TravelExplorer,Facebook,#Enjoyment #Travel,25.0,50.0,USA,2023,2,23,19,enjoying every moment of this trippure enjoyment,"['enjoying', 'every', 'moment', 'of', 'this', 'trippure', 'enjoyment']","['enjoying', 'every', 'moment', 'trippure', 'enjoyment']","['enjoy', 'everi', 'moment', 'trippur', 'enjoy']","['enjoying', 'every', 'moment', 'trippure', 'enjoyment']",enjoying every moment trippure enjoyment,Positive,Positive,0.7906,Positive,Positive
admiring the dedication of volunteers at a local charity.,Admiration,2023-02-24 11:30:00,CharityAdmirer,Twitter,#Admiration #Volunteers,20.0,40.0,USA,2023,2,24,11,admiring the dedication of volunteers at a local charity,"['admiring', 'the', 'dedication', 'of', 'volunteers', 'at', 'a', 'local', 'charity']","['admiring', 'dedication', 'volunteers', 'local', 'charity']","['admir', 'dedic', 'volunt', 'local', 'chariti']","['admiring', 'dedication', 'volunteer', 'local', 'charity']",admiring dedication volunteer local charity,Neutral,Positive,0.6597,Positive,Positive
sending affectionate vibes to friends and family.,Affection,2023-02-24 16:00:00,FamilyLover,Instagram,#Affection #FamilyLove,15.0,30.0,USA,2023,2,24,16,sending affectionate vibes to friends and family,"['sending', 'affectionate', 'vibes', 'to', 'friends', 'and', 'family']","['sending', 'affectionate', 'vibes', 'friends', 'family']","['send', 'affection', 'vibe', 'friend', 'famili']","['sending', 'affectionate', 'vibe', 'friend', 'family']",sending affectionate vibe friend family,Neutral,Positive,0.7269,Positive,Positive
awe-struck by the beauty of the night sky.,Awe,2023-02-24 20:30:00,Stargazer,Facebook,#Awe #StarryNight,22.0,45.0,Australia,2023,2,24,20,awestruck by the beauty of the night sky,"['awestruck', 'by', 'the', 'beauty', 'of', 'the', 'night', 'sky']","['awestruck', 'beauty', 'night', 'sky']","['awestruck', 'beauti', 'night', 'sky']","['awestruck', 'beauty', 'night', 'sky']",awestruck beauty night sky,Neutral,Positive,0.5859,Positive,Positive
disappointed with the lack of progress in a personal project.,Disappointed,2023-02-25 09:00:00,ProjectStruggle,Twitter,#Disappointed #Project,18.0,35.0,India,2023,2,25,9,disappointed with the lack of progress in a personal project,"['disappointed', 'with', 'the', 'lack', 'of', 'progress', 'in', 'a', 'personal', 'project']","['disappointed', 'lack', 'progress', 'personal', 'project']","['disappoint', 'lack', 'progress', 'person', 'project']","['disappointed', 'lack', 'progress', 'personal', 'project']",disappointed lack progress personal project,Negative,Negative,-0.3818,Negative,Negative
a surprise visit from an old friend brought tears of joy.,Surprise,2023-02-25 14:45:00,JoyfulReunion,Instagram,#Surprise #OldFriends,25.0,50.0,USA,2023,2,25,14,a surprise visit from an old friend brought tears of joy,"['a', 'surprise', 'visit', 'from', 'an', 'old', 'friend', 'brought', 'tears', 'of', 'joy']","['surprise', 'visit', 'old', 'friend', 'brought', 'tears', 'joy']","['surpris', 'visit', 'old', 'friend', 'brought', 'tear', 'joy']","['surprise', 'visit', 'old', 'friend', 'brought', 'tear', 'joy']",surprise visit old friend brought tear joy,Positive,Positive,0.8442,Neutral,Positive
embracing acceptance of life's ups and downs.,Acceptance,2023-02-25 18:20:00,LifeAcceptance,Facebook,#Acceptance #LifeJourney,15.0,30.0,Canada,2023,2,25,18,embracing acceptance of lifes ups and downs,"['embracing', 'acceptance', 'of', 'lifes', 'ups', 'and', 'downs']","['embracing', 'acceptance', 'lifes', 'ups', 'downs']","['embrac', 'accept', 'life', 'up', 'down']","['embracing', 'acceptance', 'life', 'ups', 'down']",embracing acceptance life ups down,Negative,Positive,0.4588,Positive,Positive
overflowing adoration for a cute rescue puppy! 🐶,Adoration,2023-02-26 10:45:00,PuppyAdmirer,Twitter,#Adoration #PuppyLove,22.0,45.0,UK,2023,2,26,10,overflowing adoration for a cute rescue puppy,"['overflowing', 'adoration', 'for', 'a', 'cute', 'rescue', 'puppy']","['overflowing', 'adoration', 'cute', 'rescue', 'puppy']","['overflow', 'ador', 'cute', 'rescu', 'puppi']","['overflowing', 'adoration', 'cute', 'rescue', 'puppy']",overflowing adoration cute rescue puppy,Positive,Positive,0.8807,Positive,Positive
anticipating the release of a much-awaited movie.,Anticipation,2023-02-26 07:30:00,MovieBuff2,Instagram,#Anticipation #MovieRelease,20.0,40.0,Australia,2023,2,26,7,anticipating the release of a muchawaited movie,"['anticipating', 'the', 'release', 'of', 'a', 'muchawaited', 'movie']","['anticipating', 'release', 'muchawaited', 'movie']","['anticip', 'releas', 'muchawait', 'movi']","['anticipating', 'release', 'muchawaited', 'movie']",anticipating release muchawaited movie,Neutral,Neutral,0.0,Positive,Positive
